Internal ID (specific to validation data),isolates,Source,Lab,Country,INH,RIF,EMB,STR,CIP,CYS,CAP,ETA,KAN,OFLX,PAS,PZA,AMK,MOXI,PRO,CLO,RBU,LEVO
4146,1479151773189T1376214lib3393nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4147,1479151773189T1376314lib3394nextseqn0012151bp,ReseqTB,Borstel,Germany,R,S,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4148,1479151773189T1376414lib3395nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4149,1479151773189T1376514lib3396nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4150,1479151773189T1376614lib3397nextseqn0012151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4151,1479151773189T1376714lib3398nextseqn0004151bp,ReseqTB,Borstel,Germany,R,S,S,NULL,NULL,NULL,S,R,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4152,1479151773189T1376814lib3399nextseqn0004151bp,ReseqTB,Borstel,Germany,S,S,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4153,1479151773189T1376914lib3400nextseqn0004151bp,ReseqTB,Borstel,Germany,R,S,S,NULL,NULL,NULL,S,R,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4154,1479151773189T1377014lib3401nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4155,1479151773189T1377114lib3402nextseqn0004151bp,ReseqTB,Borstel,Germany,R,S,S,NULL,NULL,NULL,S,R,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4156,1479151773189T1377214lib3403nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4157,1479151773189T1377414lib3405nextseqn0012151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4158,1479151773189T1377614lib3407nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,R,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4159,1479151773189T1377714lib3408nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4160,1479151773189T1377814lib3409nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4161,1479151773189T1377914lib3410nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4162,1479151773189T1378114lib3412nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4163,1479151773189T1378214lib3413nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4164,1479151773189T1378314lib3414nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4165,1479151773189T1378414lib3415nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4166,1479151773189T1378514lib3416nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,R,S,R,NULL,S,S,R,NULL,NULL,NULL,R
4167,1479151773189T1378614lib3417nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4168,1479151773189T1378814lib3419nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4169,1479151773189T1378914lib3420nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4170,1479151773189T1379014lib3421nextseqn0012151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4171,1479151773189T1379114lib3422nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,R,S,NULL,R,S,S,NULL,NULL,NULL,S
4172,1479151773189T1379214lib3423nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4173,1479151773189T1379314lib3424nextseqn0012151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4174,1479151773189T898415lib5763nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,S,S,NULL,NULL,S,S,NULL,NULL,NULL,S
4175,1479151773189T898515lib5764nextseqn0051151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,R,R,R,R,NULL,R,R,R,NULL,NULL,NULL,R
4176,1479151773189T898615lib5765nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,S,S,NULL,NULL,S,S,NULL,NULL,NULL,S
4177,1479151773189T898715lib5766nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,S,R,NULL,NULL,S,R,NULL,NULL,NULL,R
4178,1479151773189T898815lib5767nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,R,R,NULL,NULL,R,S,NULL,NULL,NULL,S
4179,1479151773189T898915lib5768nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,R,S,NULL,NULL,S,S,NULL,NULL,NULL,S
4180,1479151773189T899015lib5769nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,S,S,NULL,NULL,S,S,NULL,NULL,NULL,S
4181,1479151773189T899115lib5770nextseqn0051151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,R,R,NULL,R,I,R,NULL,NULL,NULL,R
4182,1479151773189T899215lib5771nextseqn0051151bp,ReseqTB,Borstel,Germany,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,R,S,NULL,NULL,S,S,NULL,NULL,NULL,S
4183,1479153938227T1379514lib3426nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,I,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4184,1479153938227T1379614lib3427nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4185,1479153938227T1379714lib3428nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4186,1479153938227T1379814lib3429nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4187,1479153938227T1379914lib3430nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4188,1479153938227T1380014lib3431nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4189,1479153938227T1380214lib3433nextseqn0004151bp,ReseqTB,Borstel,Germany,R,S,S,NULL,NULL,NULL,S,R,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4190,1479153938227T1380314lib3434nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4191,1479153938227T1380414lib3435nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4192,1479153938227T1380514lib3436nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4193,1479153938227T1380614lib3971miseqr0139301bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4194,1479153938227T1380614lib3971miseqr0140301bp,ReseqTB,Borstel,Germany,R,R,R,NULL,NULL,NULL,S,R,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4195,1479153938227T1380714lib3437nextseqn0004151bp,ReseqTB,Borstel,Germany,S,S,S,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4196,1479153938227T1380814lib3438nextseqn0004151bp,ReseqTB,Borstel,Germany,R,R,S,NULL,NULL,NULL,S,S,S,S,NULL,R,S,S,NULL,NULL,NULL,S
4197,1479153938227T1380914lib3439nextseqn0005151bp,ReseqTB,Borstel,Germany,R,R,I,NULL,NULL,NULL,S,S,S,S,NULL,S,S,S,NULL,NULL,NULL,S
4198,AFB0700001150,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,NULL,S,NULL,NULL,NULL,S,NULL
4199,AFB0700001273,ReseqTB,Wadsworth Center,USA,I,I,I,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4200,AFB0700001685,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,I,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4201,AFB0700002740,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4202,AFB0700003121,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,S,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4203,AFB0800000210,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4204,AFB0800000295,ReseqTB,Wadsworth Center,USA,R,R,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4205,AFB0800000324,ReseqTB,Wadsworth Center,USA,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4206,AFB0800000532,ReseqTB,Wadsworth Center,USA,S,S,R,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4207,AFB0800001872,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4208,AFB0900001175,ReseqTB,Wadsworth Center,USA,R,S,R,R,NULL,S,S,R,S,S,S,I,S,NULL,NULL,NULL,S,NULL
4209,IDR1100019254,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4210,IDR1100020842,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4211,IDR1100023189,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4212,IDR1200001956,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4213,IDR1200002066,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4214,IDR1200003374,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4215,IDR1200008928,ReseqTB,Wadsworth Center,USA,R,R,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4216,IDR1200010128,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,NULL,S,NULL,NULL,NULL,S,NULL
4217,IDR1200022433,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,R,S,S,S,R,NULL,NULL,NULL,R,NULL
4218,IDR1200022434,ReseqTB,Wadsworth Center,USA,R,R,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4219,IDR1200023774,ReseqTB,Wadsworth Center,USA,R,R,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4220,IDR1200028162,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4221,IDR1200030168,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,S,R,S,S,S,R,NULL,NULL,NULL,R,NULL
4222,IDR1300005060,ReseqTB,Wadsworth Center,USA,R,R,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4223,IDR1300010061,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4224,IDR1300016371,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4225,IDR1300017766,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,NULL,NULL,R,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4226,IDR1300018388,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4227,IDR1300019614,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,S,S,R,S,R,S,NULL,NULL,NULL,R,NULL
4228,IDR1300021110,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4229,IDR1300022959,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4230,IDR1300023467,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4231,IDR1300033719,ReseqTB,Wadsworth Center,USA,R,R,S,S,NULL,S,S,R,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4232,IDR1300038288,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,R,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4233,IDR1400001909,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4234,IDR1400002530,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,R,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4235,IDR1400002533,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,NULL,S,NULL,NULL,NULL,S,NULL
4236,IDR1400003506,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4237,IDR1400004223,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4238,IDR1400006549,ReseqTB,Wadsworth Center,USA,R,R,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4239,IDR1400007566,ReseqTB,Wadsworth Center,USA,NULL,S,R,R,NULL,S,S,R,S,S,S,R,S,NULL,NULL,NULL,S,NULL
4240,IDR1400008041,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4241,IDR1400009529,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4242,IDR1400011176,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4243,IDR1400014851,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4244,IDR1400026616,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4245,IDR1400026773,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4246,IDR1400028307,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4247,IDR1400029413,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4248,IDR1400029458,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4249,IDR1400032120,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4250,IDR1400032281,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4251,IDR1400032735,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4252,IDR1400033739,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4253,IDR1400033866,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4254,IDR1400034450,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4255,IDR1400036339,ReseqTB,Wadsworth Center,USA,S,S,S,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4256,IDR1400036823,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,R,R,S,R,R,NULL,NULL,NULL,R,NULL
4257,IDR1500000665,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,S,R,S,NULL,S,NULL,NULL,NULL,S,NULL
4258,IDR1500003469,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4259,IDR1500006146,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,R,S,S,S,NULL,NULL,NULL,S,NULL
4260,IDR1500007955,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4261,IDR1500008439,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4262,IDR1500009074,ReseqTB,Wadsworth Center,USA,R,R,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,R,NULL
4263,IDR1500009344,ReseqTB,Wadsworth Center,USA,R,NULL,R,R,NULL,S,S,R,S,S,S,R,S,NULL,NULL,NULL,R,NULL
4264,IDR1500010219,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4265,IDR1500045314,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4266,IDR1500045852,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4267,IDR1500047122,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4268,IDR1500048671,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4269,IDR1500048830,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4270,IDR1500049548,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,R,R,S,NULL,S,NULL,NULL,NULL,S,NULL
4271,IDR1500049762,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4272,IDR1500049950,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4273,IDR1500050467,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4274,IDR1500051244,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4275,IDR1500051248,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4276,IDR1500051477,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4277,IDR1500051828,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4278,IDR1500052024,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,R,S,S,S,NULL,NULL,NULL,S,NULL
4279,IDR1500052246,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,R,S,NULL,NULL,NULL,S,NULL
4280,IDR1500052248,ReseqTB,Wadsworth Center,USA,R,R,R,S,NULL,S,S,S,S,R,S,R,S,NULL,NULL,NULL,R,NULL
4281,IDR1500052791,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,R,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4282,IDR1500052794,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4283,IDR1500052969,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4284,IDR1500053361,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4285,IDR1500053362,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4286,IDR1500053652,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4287,IDR1500053660,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4288,IDR1500054144,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4289,IDR1500054145,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4290,IDR1500054147,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4291,IDR1500054148,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4292,IDR1500054445,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4293,IDR1500054922,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4294,IDR1500055140,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4295,IDR1500055141,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4296,IDR1500055344,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,I,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4297,IDR1500055398,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4298,IDR1500056763,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4299,IDR1500056764,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4300,IDR1500056766,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4301,IDR1500056767,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4302,IDR1500057022,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,R,S,NULL,NULL,NULL,S,NULL
4303,IDR1500057177,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
